region,name,style,area,orientation,elevator,floor,build_year,sign_time,total_price,unit_price,subway
鼓楼,宁工新寓二村,2室1厅,70.06平米,南 北 ," 无电梯",低楼层(共7层),板楼,2013.02.28,138.5,19769,
鼓楼,宁工新寓二村,3室1厅,79.03平米,南 北 ," 有电梯",中楼层(共9层),板楼,2013.01.30,127.8,16172,距4号线龙江553米
鼓楼,宁工新寓二村,4室2厅,103.7平米,南 北 ," 无电梯",高楼层(共7层),板楼,2013.01.19,162,15622,距4号线龙江317米
鼓楼,宁工新寓二村,3室2厅,92.66平米,南 ," 无电梯",中楼层(共7层),2000年建板楼,2012.12.22,163,17592,距4号线龙江440米
鼓楼,宁工新寓二村,2室1厅,70.13平米,南 ," 无电梯",高楼层(共7层),板楼,2012.12.15,105,14973,
鼓楼,宁工新寓二村,2室2厅,75.9平米,南 ," 无电梯",中楼层(共7层),板楼,2012.12.15,147.8,19473,距4号线龙江189米
鼓楼,宁工新寓二村,3室1厅,91.43平米,南 ," 无电梯",中楼层(共7层),2000年建塔楼,2012.09.01,150,16406,距4号线龙江457米
鼓楼,宁工新寓二村,3室1厅,87.5平米,北 ," 无电梯",低楼层(共7层),塔楼,2012.08.11,148,16915,
鼓楼,宁工新寓二村,2室1厅,60.49平米,南 北 ," 无电梯",高楼层(共7层),板楼,2012.07.29,107.8,17822,距4号线龙江245米
鼓楼,宁工新寓二村,2室2厅,74平米,南 北 ," 无电梯",高楼层(共7层),板楼,2012.07.14,124.5,16825,距4号线龙江145米
鼓楼,宁工新寓二村,4室2厅,116.18平米,南 北 ," 无电梯",高楼层(共7层),板楼,2012.07.01,146.9,12645,距4号线龙江342米
鼓楼,宁工新寓二村,2室1厅,60.25平米,南 北 ," 无电梯",中楼层(共7层),板楼,2012.06.29,105,17428,距4号线龙江287米
鼓楼,宁工新寓二村,2室1厅,74平米,南 北 ," 无电梯",中楼层(共7层),板楼,2012.06.25,129,17433,
鼓楼,宁工新寓二村,2室1厅,65.9平米,南 北 ," 无电梯",高楼层(共7层),板楼,2012.06.24,104,15782,距4号线龙江189米
鼓楼,宁工新寓二村,2室1厅,70.58平米,南 北 ," 无电梯",低楼层(共7层),板楼,2012.06.23,112,15869,距4号线龙江140米
鼓楼,宁工新寓二村,3室2厅,123.68平米,南 北 ," 无电梯",中楼层(共6层),板楼,2012.06.11,213.2,17239,距4号线龙江221米
鼓楼,宁工新寓二村,3室2厅,91.78平米,南 北 ," 无电梯",中楼层(共7层),板楼,2012.06.07,147,16017,距4号线龙江264米
鼓楼,宁工新寓二村,2室1厅,64.59平米,南 北 ," 无电梯",中楼层(共7层),板楼,2012.06.03,105.8,16381,
鼓楼,宁工新寓二村,4室2厅,144.59平米,南 西 北 ," 无电梯",中楼层(共6层),板楼,2012.06.01,233.8,16170,距4号线龙江249米
鼓楼,宁工新寓二村,2室1厅,62.53平米,南 北 ," 无电梯",中楼层(共7层),板楼,2012.05.25,94.5,15113,距4号线龙江259米
鼓楼,宁工新寓二村,2室1厅,60.25平米,南 北 ," 无电梯",中楼层(共7层),2000年建板楼,2016.10.03,219,36349,距4号线龙江287米
鼓楼,宁工新寓二村,4室2厅,121.19平米,南 北 ," 无电梯",中楼层(共7层),2000年建板楼,2016.09.24,356.8,29442,距4号线龙江440米
鼓楼,宁工新寓二村,2室1厅,64.8平米,南 北 ," 无电梯",低楼层(共7层),1998年建板楼,2016.09.10,211.5,32639,
鼓楼,宁工新寓二村,3室1厅,80.78平米,南 北 ," 无电梯",中楼层(共7层),2000年建板楼,2016.09.04,266,32929,
鼓楼,宁工新寓二村,2室1厅,69.49平米,南 ," 无电梯",高楼层(共7层),1998年建板楼,2016.07.22,167,24033,
鼓楼,宁工新寓二村,2室1厅,54.22平米,南 北 ," 无电梯",中楼层(共7层),2000年建板楼,2016.06.22,175,32276,距4号线龙江317米
鼓楼,宁工新寓二村,4室2厅,129.4平米,南 北 ," 无电梯",低楼层(共7层),1999年建板楼,2016.06.19,369,28517,距4号线龙江244米
鼓楼,宁工新寓二村,2室1厅,65.49平米,南 ," 有电梯",中楼层(共9层),2000年建板楼,2016.05.30,167,25501,距4号线龙江553米
鼓楼,宁工新寓二村,3室1厅,92.4平米,南 北 ," 无电梯",中楼层(共7层),2000年建板楼,2016.05.15,265,28680,距4号线龙江356米
鼓楼,宁工新寓二村,3室2厅,93.6平米,南 北 ," 无电梯",高楼层(共7层),1998年建板楼,2016.05.10,230,24573,
鼓楼,宁工新寓二村,2室1厅,73.26平米,南 北 ," 无电梯",低楼层(共7层),1998年建板楼,2016.05.07,205.5,28051,距4号线龙江264米
鼓楼,宁工新寓二村,2室1厅,65.09平米,南 ," 无电梯",中楼层(共7层),1998年建板楼,2016.04.30,182.8,28085,距4号线龙江145米
鼓楼,宁工新寓二村,3室1厅,77.42平米,南 北 ," 无电梯",高楼层(共7层),1998年建板楼,2016.04.23,196,25317,
鼓楼,宁工新寓二村,2室1厅,65.38平米,南 北 ," 无电梯",中楼层(共7层),1998年建板楼,2016.04.17,183,27991,距4号线龙江118米
鼓楼,宁工新寓二村,5室1厅,82.81平米,南 北 ," 无电梯",高楼层(共7层),2000年建板楼,2016.04.15,186,22462,距4号线龙江342米
鼓楼,宁工新寓二村,4室2厅,118.65平米,南 北 ," 无电梯",高楼层(共7层),2000年建板楼,2016.03.25,305,25706,距4号线龙江319米
鼓楼,宁工新寓二村,4室2厅,150.19平米,南 ," 无电梯",中楼层(共6层),2000年建板楼,2016.03.01,380,25302,距4号线龙江249米
鼓楼,宁工新寓二村,5室3厅,160.59平米,南 北 ," 无电梯",高楼层(共7层),2000年建板楼,2016.02.29,220,13700,
鼓楼,宁工新寓二村,2室1厅,65.09平米,南 北 ," 无电梯",低楼层(共7层),1998年建板楼,2016.02.24,156,23967,
鼓楼,宁工新寓二村,3室1厅,77.42平米,南 北 ," 无电梯",中楼层(共7层),1998年建板楼,2016.02.23,186,24025,
鼓楼,宁工新寓二村,2室1厅,60.06平米,南 北 ," 无电梯",高楼层(共7层),1998年建板楼,2016.02.22,120,19981,距4号线龙江140米
鼓楼,宁工新寓二村,2室1厅,70.89平米,南 北 ," 无电梯",中楼层(共7层),1998年建板楼,2016.01.12,188,26520,
鼓楼,宁工新寓二村,2室1厅,50.16平米,南 北 ," 有电梯",高楼层(共9层),2000年建板楼,2016.01.12,98,19538,距4号线龙江553米
鼓楼,宁工新寓二村,2室1厅,55平米,南 北 ," 无电梯",高楼层(共7层),2000年建板楼,2015.12.31,121.5,22091,
鼓楼,宁工新寓二村,2室1厅,55平米,南 北 ," 无电梯",高楼层(共7层),2000年建板楼,2015.12.31,124,22546,
鼓楼,宁工新寓二村,2室1厅,70.19平米,南 北 ," 无电梯",高楼层(共7层),1998年建板楼,2015.12.20,116.8,16641,
鼓楼,宁工新寓二村,3室2厅,121.96平米,南 ," 无电梯",中楼层(共7层),2000年建板楼,2015.12.07,277.5,22754,
鼓楼,宁工新寓二村,2室1厅,70平米,南 ," 无电梯",高楼层(共7层),1998年建板楼,2015.10.24,115,16429,
鼓楼,宁工新寓二村,2室1厅,64.59平米,南 北 ," 无电梯",高楼层(共7层),板楼,2015.09.27,134,20747,距4号线龙江145米
鼓楼,宁工新寓二村,2室1厅,54.22平米,南 北 ," 无电梯",中楼层(共7层),板楼,2015.08.31,124,22870,
鼓楼,宁工新寓二村,3室2厅,94.52平米,南 北 ," 无电梯",中楼层(共7层),2000年建板楼,近30天内成交,3**,下载APP查看成交>,距4号线龙江319米
鼓楼,宁工新寓二村,2室1厅,54.22平米,南 北 ," 无电梯",高楼层(共7层),2000年建板楼,2018.07.31,227,41867,距4号线龙江317米
鼓楼,宁工新寓二村,3室1厅,79.03平米,南 北 ," 有电梯",中楼层(共9层),2000年建板楼,2018.07.30,307,38847,
鼓楼,宁工新寓二村,2室1厅,62.53平米,南 ," 无电梯",高楼层(共7层),1998年建板楼,2018.07.29,251,40141,距4号线龙江259米
鼓楼,宁工新寓二村,2室1厅,62.53平米,南 北 ," 无电梯",中楼层(共7层),1998年建板楼,2018.07.23,255,40781,
鼓楼,宁工新寓二村,2室2厅,87.5平米,东南 ," 无电梯",低楼层(共7层),2000年建塔楼,2018.07.09,327,37372,距4号线龙江457米
鼓楼,宁工新寓二村,2室1厅,64.59平米,南 北 ," 无电梯",高楼层(共7层),1998年建板楼,2018.06.04,240,37158,距4号线龙江145米
鼓楼,宁工新寓二村,2室1厅,54.22平米,南 北 ," 无电梯",中楼层(共7层),2000年建板楼,2018.05.14,212,39100,
鼓楼,宁工新寓二村,2室1厅,50.1平米,南 北 ," 有电梯",高楼层(共9层),2000年建板楼,2018.05.14,213,42515,距4号线龙江553米
鼓楼,宁工新寓二村,2室1厅,65.6平米,南 ," 有电梯",中楼层(共9层),2000年建板楼,2018.05.02,243,37043,
鼓楼,宁工新寓二村,3室1厅,78.61平米,南 北 ," 有电梯",中楼层(共9层),2000年建板楼,2018.04.28,304,38672,
鼓楼,宁工新寓二村,3室2厅,92.81平米,南 北 ," 无电梯",中楼层(共7层),1998年建板楼,2018.04.21,358,38574,
鼓楼,宁工新寓二村,2室1厅,73.58平米,南 ," 无电梯",高楼层(共7层),2000年建板楼,2018.04.16,270,36695,距4号线龙江245米
鼓楼,宁工新寓二村,2室2厅,70.87平米,南 北 ," 无电梯",高楼层(共7层),2000年建板楼,2018.04.05,258,36405,距4号线龙江189米
鼓楼,宁工新寓二村,2室1厅,61.06平米,南 ," 无电梯",中楼层(共7层),1998年建板楼,2018.03.10,240,39306,
鼓楼,宁工新寓二村,2室2厅,70.18平米,南 北 ," 无电梯",中楼层(共7层),1998年建板楼,2018.02.05,252.5,35979,
鼓楼,宁工新寓二村,3室2厅,87.58平米,南 北 ," 无电梯",低楼层(共7层),1998年建板楼,2018.02.04,338.5,38651,距4号线龙江166米
鼓楼,宁工新寓二村,2室2厅,70.06平米,南 北 ," 无电梯",中楼层(共7层),1998年建板楼,2018.01.20,240,34257,距4号线龙江140米
鼓楼,宁工新寓二村,2室1厅,70.06平米,南 北 ," 无电梯",中楼层(共7层),1998年建板楼,2018.01.19,238,33971,
鼓楼,宁工新寓二村,3室2厅,91.77平米,南 北 ," 无电梯",中楼层(共7层),1998年建板楼,2017.10.03,312,33999,距4号线龙江264米
鼓楼,宁工新寓二村,2室1厅,74.7平米,南 ," 无电梯",高楼层(共7层),1998年建板楼,2017.07.16,263,35208,
鼓楼,宁工新寓二村,3室1厅,61.68平米,南 北 ," 无电梯",中楼层(共7层),2000年建板楼,2017.07.08,232,37614,
鼓楼,宁工新寓二村,2室1厅,64.15平米,南 北 ," 无电梯",高楼层(共7层),2000年建板楼,2017.04.08,231.5,36088,距4号线龙江342米
鼓楼,宁工新寓二村,2室1厅,74平米,南 北 ," 无电梯",低楼层(共7层),1998年建板楼,2017.03.27,259,35000,
鼓楼,宁工新寓二村,3室2厅,95.09平米,南 北 ," 无电梯",高楼层(共7层),1998年建板楼,2017.02.13,285,29972,
鼓楼,宁工新寓二村,2室1厅,66.54平米,南 ," 无电梯",中楼层(共7层),1998年建板楼,2017.01.23,250,37572,
鼓楼,宁工新寓二村,4室1厅,101.26平米,南 北 ," 无电梯",高楼层(共7层),1998年建板楼,2017.01.22,306,30220,
鼓楼,宁工新寓二村,4室2厅,101.26平米,南 北 ," 无电梯",高楼层(共7层),1998年建板楼,2017.01.07,285,28146,
鼓楼,宁工新寓二村,2室1厅,54.22平米,南 北 ," 无电梯",高楼层(共7层),2000年建板楼,2016.12.30,181,33383,距4号线龙江317米
鼓楼,宁工新寓二村,3室1厅,92.66平米,东南 ," 无电梯",低楼层(共7层),2000年建板楼,2016.12.19,312.5,33726,距4号线龙江440米
鼓楼,海德卫城,2室2厅,102.14平米,南 北 ," 有电梯",中楼层(共28层),2006年建板楼,2018.07.19,450,44058,距4号线龙江987米
鼓楼,海德卫城,2室2厅,100.56平米,南 ," 有电梯",高楼层(共33层),2006年建塔楼,2018.07.14,447,44452,距4号线龙江1008米
鼓楼,海德卫城,2室2厅,102.9平米,南 ," 有电梯",中楼层(共28层),2006年建板塔结合,2018.06.29,438,42566,
鼓楼,海德卫城,3室1厅,164.14平米,南 ," 有电梯",中楼层(共28层),2006年建板塔结合,2018.01.06,648,39479,
鼓楼,海德卫城,2室2厅,102.91平米,南 ," 有电梯",低楼层(共28层),2006年建板塔结合,2017.12.18,405,39355,
鼓楼,海德卫城,3室2厅,145.02平米,南 北 ," 有电梯",高楼层(共28层),2006年建板塔结合,2017.11.25,556,38340,
鼓楼,海德卫城,4室1厅,164.5平米,南 北 ," 有电梯",中楼层(共33层),2006年建板塔结合,2017.10.14,655,39818,
鼓楼,海德卫城,4室2厅,164.5平米,南 北 ," 有电梯",低楼层(共33层),2006年建板塔结合,2017.09.04,610,37083,距4号线龙江1171米
鼓楼,海德卫城,2室2厅,102平米,南 ," 有电梯",中楼层(共28层),2006年建板楼,2017.07.25,408.6,40059,
鼓楼,海德卫城,2室2厅,112.47平米,南 北 ," 有电梯",高楼层(共28层),2006年建板塔结合,2017.07.18,420,37344,距4号线龙江1130米
鼓楼,海德卫城,3室2厅,146.86平米,东 南 北 ," 有电梯",高楼层(共28层),2006年建板塔结合,2017.04.23,566,38541,
鼓楼,海德卫城,2室2厅,100.56平米,东 南 ," 有电梯",高楼层(共33层),2006年建塔楼,2017.03.25,403,40076,距4号线龙江1008米
鼓楼,海德卫城,2室2厅,102.91平米,东 南 ," 有电梯",中楼层(共28层),2006年建板塔结合,2017.03.06,388,37703,
鼓楼,海德卫城,3室2厅,145.65平米,南 北 ," 有电梯",中楼层(共28层),2006年建板塔结合,2016.12.16,511,35085,
鼓楼,海德卫城,3室2厅,145.65平米,南 北 ," 有电梯",中楼层(共28层),2006年建板塔结合,2016.12.14,530,36389,
鼓楼,海德卫城,2室2厅,102.91平米,南 ," 有电梯",中楼层(共28层),2006年建板塔结合,2016.10.06,379.6,36887,
鼓楼,海德卫城,4室2厅,164.51平米,南 北 ," 有电梯",中楼层(共33层),2006年建塔楼,2016.10.03,620,37688,距4号线龙江1018米
鼓楼,海德卫城,3室2厅,144.51平米,南 北 ," 有电梯",低楼层(共28层),2006年建板楼,2016.09.10,480,33216,距4号线龙江987米
鼓楼,海德卫城,4室2厅,164.56平米,南 北 ," 有电梯",中楼层(共33层),2006年建塔楼,2016.08.20,603,36644,
鼓楼,海德卫城,3室2厅,144.95平米,南 北 ," 有电梯",中楼层(共28层),2006年建板塔结合,2016.01.16,379,26147,
鼓楼,海德卫城,3室2厅,143.84平米,南 北 ," 有电梯",中楼层(共28层),2006年建板塔结合,2015.12.18,370,25724,
鼓楼,海德卫城,3室2厅,124.04平米,南 ," 有电梯",中楼层(共28层),2006年建板塔结合,2015.12.04,335,27008,
鼓楼,海德卫城,3室2厅,144.95平米,南 北 ," 有电梯",中楼层(共28层),2006年建板塔结合,2015.11.29,351,24216,
鼓楼,海德卫城,2室2厅,112.96平米,南 北 ," 有电梯",高楼层(共28层),2006年建板塔结合,2015.11.23,286,25319,
鼓楼,海德卫城,4室1厅,164平米,南 北 ," 有电梯",高楼层(共33层),2006年建塔楼,2015.11.19,417,25427,
鼓楼,海德卫城,3室1厅,112.47平米,南 北 ," 有电梯",高楼层(共28层),2006年建板塔结合,2015.11.16,271,24096,
鼓楼,海德卫城,车位,13.89平米,南 ," 无电梯",车位,2006年建塔楼,2015.11.07,15,10800,距4号线龙江1064米
鼓楼,海德卫城,2室2厅,111.61平米,南 北 ," 有电梯",高楼层(共28层),2006年建板塔结合,2015.10.29,275,24640,
鼓楼,海德卫城,3室2厅,145.66平米,南 北 ," 有电梯",低楼层(共28层),2006年建板塔结合,2015.08.15,348,23892,
鼓楼,海德卫城,3室2厅,145.66平米,南 北 ," 有电梯",中楼层(共28层),2006年建板塔结合,2015.08.03,382.8,26281,
鼓楼,金舟花园,3室1厅,64.67平米,南 北 ," 有电梯",低楼层(共7层),1996年建板楼,2015.07.05,198,30617,
鼓楼,金舟花园,2室1厅,68.39平米,南 ," 无电梯",低楼层(共6层),1997年建板塔结合,2015.07.04,198,28952,
鼓楼,金舟花园,2室1厅,65.27平米,南 北 ," 有电梯",低楼层(共7层),1996年建板楼,2015.06.30,186.5,28574,
鼓楼,金舟花园,2室1厅,65.59平米,南 北 ," 有电梯",低楼层(共7层),1996年建板塔结合,2015.06.28,190,28968,
鼓楼,金舟花园,2室1厅,65.59平米,南 北 ," 有电梯",低楼层(共7层),1996年建板塔结合,2015.06.28,182.2,27779,
鼓楼,金舟花园,2室1厅,65.59平米,南 北 ," 有电梯",低楼层(共7层),1996年建板塔结合,2015.06.18,200,30493,
鼓楼,金舟花园,3室2厅,84.78平米,南 北 ," 有电梯",中楼层(共7层),1996年建板塔结合,2015.06.15,227,26776,距4号线龙江1016米
鼓楼,金舟花园,2室1厅,64.67平米,南 ," 有电梯",低楼层(共7层),1996年建板楼,2015.06.15,185.5,28685,
鼓楼,金舟花园,2室1厅,65.59平米,南 北 ," 有电梯",高楼层(共7层),1996年建板塔结合,2015.06.13,176,26834,距4号线龙江968米
鼓楼,金舟花园,2室1厅,65.59平米,南 北 ," 有电梯",中楼层(共7层),1996年建板塔结合,2015.06.07,180.5,27520,
鼓楼,金舟花园,2室2厅,68.39平米,南 ," 无电梯",高楼层(共6层),1997年建板塔结合,2015.05.28,184.5,26978,
鼓楼,金舟花园,2室1厅,67.94平米,南 ," 无电梯",中楼层(共7层),1996年建板楼,2015.05.17,195,28702,
鼓楼,金舟花园,2室1厅,56.33平米,南 北 ," 无电梯",低楼层(共6层),板塔结合,2015.05.16,165,29292,距4号线龙江989米
鼓楼,金舟花园,3室2厅,99.97平米,南 ," 有电梯",高楼层(共9层),1996年建板楼,2015.05.07,253,25308,距4号线龙江860米
鼓楼,金舟花园,2室1厅,64.67平米,南 北 ," 有电梯",中楼层(共7层),1996年建板楼,2015.04.18,175,27061,
鼓楼,金舟花园,2室1厅,56.33平米,南 北 ," 无电梯",中楼层(共6层),板塔结合,2015.02.15,167.4,29718,
鼓楼,金舟花园,2室1厅,64.66平米,南 ," 有电梯",中楼层(共7层),1996年建板楼,2015.02.08,183,28302,
鼓楼,金舟花园,2室1厅,56.32平米,南 ," 无电梯",高楼层(共6层),板塔结合,2015.02.06,163.9,29102,
鼓楼,金舟花园,2室1厅,64.67平米,南 北 ," 有电梯",高楼层(共7层),1996年建板楼,2015.01.25,174.5,26981,
鼓楼,金舟花园,2室1厅,50.56平米,南 ," 有电梯",高楼层(共7层),1996年建板塔结合,2015.01.18,145.7,28814,
鼓楼,金舟花园,3室1厅,84.78平米,南 北 ," 有电梯",高楼层(共7层),1996年建板楼,2015.01.02,224,26422,距4号线龙江1106米
鼓楼,金舟花园,2室1厅,64.67平米,南 北 ," 有电梯",中楼层(共7层),1996年建板楼,2014.12.28,184,28453,
鼓楼,金舟花园,2室1厅,56.32平米,南 北 ," 无电梯",低楼层(共6层),板塔结合,2014.12.21,160,28410,
鼓楼,金舟花园,2室1厅,68.62平米,南 北 ," 无电梯",高楼层(共6层),板楼,2014.11.24,201,29292,距4号线龙江965米
鼓楼,金舟花园,2室2厅,68.39平米,南 ," 无电梯",高楼层(共6层),1997年建板塔结合,2014.10.14,190.6,27870,距4号线龙江891米
鼓楼,金舟花园,2室2厅,68.39平米,南 ," 无电梯",低楼层(共6层),板楼,2014.08.24,0.1,3,
鼓楼,金舟花园,2室2厅,68.61平米,南 ," 无电梯",中楼层(共6层),1997年建板塔结合,2014.07.10,202,29442,
鼓楼,金舟花园,2室1厅,79.96平米,南 ," 有电梯",中楼层(共9层),1999年建板塔结合,2014.05.09,190,23762,距4号线龙江808米
鼓楼,金舟花园,2室1厅,56.33平米,南 北 ," 无电梯",中楼层(共6层),板塔结合,2014.04.29,172,30535,
鼓楼,金舟花园,2室2厅,68.38平米,南 北 ," 无电梯",中楼层(共6层),板楼,2014.04.26,207,30273,
鼓楼,金舟花园,2室1厅,56.33平米,南 西 北 ," 无电梯",低楼层(共6层),1996年建板塔结合,2018.05.23,395,70123,距4号线龙江989米
鼓楼,金舟花园,2室2厅,68.38平米,南 北 ," 无电梯",低楼层(共6层),1997年建板塔结合,2018.05.21,462,67564,
鼓楼,金舟花园,2室1厅,65.59平米,南 北 ," 有电梯",高楼层(共7层),1996年建板塔结合,2018.04.21,411,62662,距4号线龙江968米
鼓楼,金舟花园,2室1厅,65.58平米,南 北 ," 有电梯",低楼层(共7层),1996年建板塔结合,2018.03.14,410,62520,
鼓楼,金舟花园,3室1厅,84.78平米,南 北 ," 有电梯",高楼层(共7层),1996年建板楼,2018.03.09,455,53669,
鼓楼,金舟花园,3室1厅,84.78平米,南 北 ," 有电梯",中楼层(共7层),1996年建板楼,2018.01.27,450,53079,距4号线龙江1106米
鼓楼,金舟花园,3室1厅,84.78平米,南 北 ," 有电梯",高楼层(共7层),1996年建板塔结合,2018.01.21,435,51310,
鼓楼,金舟花园,3室1厅,84.78平米,南 北 ," 有电梯",中楼层(共7层),1996年建板塔结合,2017.12.28,440,51900,
鼓楼,金舟花园,2室2厅,87.29平米,南 北 ," 有电梯",高楼层(共9层),1996年建板楼,2017.11.23,439,50293,距4号线龙江860米
鼓楼,金舟花园,3室1厅,84.78平米,南 北 ," 有电梯",中楼层(共7层),1996年建板楼,2017.11.12,453,53433,
鼓楼,金舟花园,2室2厅,68.86平米,南 北 ," 无电梯",高楼层(共6层),1997年建板楼,2017.09.21,368,53442,
鼓楼,金舟花园,2室1厅,64.67平米,南 北 ," 有电梯",低楼层(共7层),1996年建板楼,2017.08.16,362,55977,
鼓楼,金舟花园,2室1厅,65.59平米,南 北 ," 有电梯",中楼层(共7层),1996年建板塔结合,2017.08.06,350,53362,
鼓楼,金舟花园,2室1厅,68.39平米,南 北 ," 无电梯",低楼层(共6层),1997年建板塔结合,2017.07.10,357,52201,
鼓楼,金舟花园,2室1厅,64.67平米,南 北 ," 有电梯",低楼层(共7层),1996年建板楼,2017.06.25,339,52420,距4号线龙江1106米
鼓楼,金舟花园,2室1厅,56.33平米,南 北 ," 无电梯",中楼层(共6层),1996年建板塔结合,2017.06.12,302,53613,
鼓楼,金舟花园,2室1厅,65.59平米,南 ," 有电梯",高楼层(共7层),1996年建板塔结合,2017.05.27,326,49703,
鼓楼,金舟花园,2室1厅,64.67平米,南 ," 有电梯",高楼层(共7层),1996年建板塔结合,2017.05.02,320,49482,距4号线龙江1016米
鼓楼,金舟花园,2室1厅,65.59平米,南 ," 有电梯",高楼层(共7层),1996年建板塔结合,2017.04.16,299,45587,距4号线龙江968米
鼓楼,金舟花园,2室1厅,65.59平米,南 北 ," 有电梯",低楼层(共7层),1996年建板塔结合,2017.03.31,327,49856,
鼓楼,金舟花园,2室2厅,68.62平米,南 ," 无电梯",中楼层(共6层),1997年建板楼,2017.03.11,349.8,50977,
鼓楼,金舟花园,1室1厅,50.56平米,南 北 ," 有电梯",高楼层(共7层),1996年建板塔结合,2017.03.06,236.5,46777,
鼓楼,金舟花园,2室1厅,56.33平米,南 ," 无电梯",高楼层(共6层),1996年建板塔结合,2017.02.14,268,47577,
鼓楼,金舟花园,2室1厅,65.59平米,南 北 ," 有电梯",低楼层(共7层),1996年建板塔结合,2017.01.10,300,45739,
鼓楼,金舟花园,2室1厅,65.58平米,南 ," 有电梯",高楼层(共7层),1996年建板塔结合,2016.12.11,293.3,44725,
鼓楼,金舟花园,2室2厅,68.39平米,南 北 ," 无电梯",中楼层(共6层),1997年建板楼,2016.11.30,334.5,48911,
鼓楼,金舟花园,2室1厅,64.66平米,南 北 ," 有电梯",高楼层(共7层),1996年建板塔结合,2016.10.04,262,40520,
鼓楼,金舟花园,2室1厅,67.93平米,南 北 ," 无电梯",高楼层(共7层),1996年建板楼,2016.09.27,281,41367,
鼓楼,金舟花园,2室2厅,68.39平米,南 北 ," 无电梯",低楼层(共6层),1997年建板楼,2016.09.16,318,46499,距4号线龙江965米
鼓楼,金舟花园,2室2厅,68.39平米,南 北 ," 无电梯",中楼层(共6层),1997年建板塔结合,2016.09.13,308,45036,距4号线龙江891米
鼓楼,世茂外滩新城,2室2厅,109.45平米,南 ," 有电梯",中楼层(共54层),2014年建塔楼,2018.07.08,425,38831,
鼓楼,世茂外滩新城,4室2厅,260.94平米,南 ," 有电梯",高楼层(共52层),2013年建塔楼,2018.03.30,730,27976,
鼓楼,世茂外滩新城,2室2厅,109.45平米,南 ," 有电梯",高楼层(共54层),2014年建塔楼,2018.03.04,408,37278,
鼓楼,世茂外滩新城,2室2厅,109.8平米,南 北 ," 有电梯",中楼层(共57层),2017年建板塔结合,2017.12.30,358,32605,
鼓楼,世茂外滩新城,2室2厅,109.8平米,南 ," 有电梯",高楼层(共57层),2017年建板塔结合,2017.12.07,359.5,32742,
鼓楼,世茂外滩新城,2室2厅,102.04平米,南 ," 有电梯",低楼层(共52层),2013年建塔楼,2017.10.07,363,35575,
鼓楼,世茂外滩新城,2室2厅,104.88平米,南 ," 有电梯",中楼层(共57层),2015年建板楼,2017.09.27,366,34898,
鼓楼,世茂外滩新城,2室2厅,104平米,南 ," 有电梯",低楼层(共55层),2015年建板塔结合,2017.09.10,347,33366,
鼓楼,世茂外滩新城,3室2厅,145.25平米,南 ," 有电梯",低楼层(共57层),2014年建塔楼,2017.05.11,495,34080,
鼓楼,世茂外滩新城,2室2厅,104.55平米,南 ," 有电梯",高楼层(共52层),2013年建塔楼,2017.03.29,378,36155,
鼓楼,世茂外滩新城,2室1厅,104.55平米,南 北 ," 有电梯",高楼层(共52层),2013年建塔楼,2017.03.25,384,36729,
鼓楼,世茂外滩新城,2室2厅,84.81平米,南 ," 有电梯",中楼层(共52层),2013年建塔楼,2017.02.21,316,37260,
鼓楼,世茂外滩新城,2室2厅,104.74平米,南 ," 有电梯",中楼层(共55层),2015年建板塔结合,2017.02.18,340,32462,
鼓楼,世茂外滩新城,4室2厅,168.31平米,南 北 ," 有电梯",高楼层(共55层),2015年建板塔结合,2016.12.28,528,31371,
鼓楼,世茂外滩新城,2室2厅,85.1平米,南 北 ," 有电梯",中楼层(共52层),2013年建塔楼,2016.11.27,304,35723,
鼓楼,世茂外滩新城,3室2厅,140平米,南 北 ," 有电梯",低楼层(共55层),2015年建板塔结合,2016.10.21,420,30000,
鼓楼,世茂外滩新城,3室2厅,149.86平米,南 ," 有电梯",高楼层(共57层),2014年建塔楼,2016.10.03,500,33365,
鼓楼,世茂外滩新城,4室2厅,209.23平米,南 北 ," 有电梯",中楼层(共57层),2014年建塔楼,2016.09.28,695,33218,
鼓楼,世茂外滩新城,2室2厅,121.53平米,南 北 ," 有电梯",低楼层(共52层),2013年建塔楼,2016.08.29,358,29458,
鼓楼,世茂外滩新城,1室2厅,85平米,南 ," 有电梯",低楼层(共52层),2013年建塔楼,2016.01.29,205,24118,
鼓楼,世茂外滩新城,1室2厅,84.65平米,南 北 ," 有电梯",低楼层(共52层),2013年建塔楼,2016.01.15,192,22682,
鼓楼,世茂外滩新城,3室2厅,158.83平米,南 北 ," 有电梯",低楼层(共52层),2013年建塔楼,2015.10.31,300,18889,
鼓楼,世茂外滩新城,3室2厅,172.08平米,南 北 ," 有电梯",高楼层(共57层),2014年建塔楼,2015.09.06,310,18015,
鼓楼,世茂外滩新城,3室2厅,169.89平米,南 ," 有电梯",未知(共54层),2014年建塔楼,2015.07.24,310,18248,
鼓楼,世茂外滩新城,3室2厅,178.66平米,南 北 ," 有电梯",高楼层(共52层),2013年建塔楼,2015.07.12,329,18415,
鼓楼,世茂外滩新城,2室2厅,111.22平米,南 ," 有电梯",未知(共54层),2014年建塔楼,2015.07.07,220,19781,
鼓楼,世茂外滩新城,3室2厅,147.16平米,南 北 ," 有电梯",未知(共54层),2014年建塔楼,2015.07.04,300,20386,
